Nom de l'offre touristique;Type d'offre;Adresse1;Adresse1Suite;Adresse partie 2;Adresse partie 3;Code postal;Bureau distributeur de l'adresse postale;Commune du lieu de visite;Cedex;Code Insee de la Commune;Latitude;Longitude;Situation de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Code Embed pour intégrer une vidéo;Type de plateforme/url;Widget tripadvisor;Secteur d'activité;Labels;Label tourisme handicap;Animal accepté: oui / non;Complément information animal accepté;Groupe accepté: oui / non;Nombre personnes max pour les groupes;Nombre personnes min pour les groupes;Langues parlées à l'accueil;Appellation pour les vins;Dégustations gratuites: oui / non;Salle équipée pour dégustation: oui / non;Vente à la propriété: oui / non;Durée de visite pour les individuels;Durée de visite pour les groupes;Visites guidées proposées aux groupes en permanence: oui / non;Visites guidées proposées aux groupes sur demande: oui / non;Visites libres proposées aux groupes en permanence: oui / non;Visites pédagogiques proposées aux groupes en permanence: oui / non;Visites guidées proposées aux individuels en permanence: oui / non;Visites guidées proposées aux individuels sur demande: oui / non;Langue(s) parlée(s) pendant les visites;Visites libres proposées aux individuels en permanence: oui / non;Les offres proposées;Ouvert toute l'année: oui / non;Horaires d'ouvertures;Moyen(s) de réservation directe;Moyen(s) de réservation en ligne;Centrale de réservation en ligne?;Tarif gratuit : oui / non;Tarif;Modes de paiement acceptés;localisation;departement
AU VERGER DE BELLE COUR;Fruits / légumes,Produits cidricoles / Jus de fruit;;;9 Belle Cour;;44140;;MONTBERT;;44102;47.05335;-1.48981;Aéroport/aérodrome||Nantes Atlantique ||30,Autoroute||A83||20;;06 32 96 49 97;;vergerbellecour@wanadoo.fr;https://www.auvergerdebellecour.fr/accueil/;;;;;"Agriculture / horticulture / Pêche;Agro-alimentaire";Agriculture Biologique (AB);;;;oui;;;;;;;oui;;;;;;;;;;;;oui;01/09/2024||15/04/2025||Les lundis 10h-12h30 les mercredis et vendredis 16h-18h30||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Geoffroy Barral ||06 32 96 49 97||vergerbellecour@wanadoo.fr;;;;;;47.05335, -1.48981;Loire-Atlantique
Hâvre des sens;Cosmétique;134 rue Alphonse Fouschard;;;;44521;;OUDON;;44115;47.34588;-1.28746;Gare routière||Gare de Oudon||1,Route (nationale/départ.)||||;0766462812;;;contact@havre-des-sens.fr;http://www.havre-des-sens.fr;;;Facebook||https://www.facebook.com/HavredesSens?fref=ts,Instagram||https://www.instagram.com/havredessens/;;Artisanat / Art;;;non;;oui;15;4;Français;;non;non;oui;45 minutes;1 heure;oui;oui;oui;oui;oui;oui;Français;oui;;oui;;;;;oui;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Virement;47.34588, -1.28746;Loire-Atlantique
CHÂTEAU DE LA CALONNIÈRE;Vins;La Calonnière;;;Martigné-Briand;49540;;TERRANJOU;;49086;47.218452;-0.430647;Gare SNCF||Angers Saint-Laud||36,Gare SNCF||SAUMUR||34;07 88 52 83 61;02 41 59 43 37;;contact@chateaudelacalonniere.fr;http://www.chateaudelacalonniere.com/;;;Facebook||https://www.facebook.com/lacalonniere/,Instagram||https://www.instagram.com/chateaudelacalonniere/,||https://www.linkedin.com/company/chateau-de-la-calonniere/;;Viticulture;Vigneron Indépendant;;oui;;oui;30;6;Anglais,Français;"Anjou Blanc;Anjou Rouge;Anjou Villages;Cabernet d'Anjou;Coteaux du Layon;Crémant de Loire;Rosé de Loire";oui;oui;oui;1H30;1h30;oui;oui;non;oui;oui;oui;Français,Anglais;non;;oui;01/01/2025||31/12/2025||Tous les jours, sur reservation uniquement.||||09:00||12:00||14:00||17:00||09:00||12:00||14:00||17:00||09:00||12:00||14:00||17:00||09:00||12:00||14:00||17:00||09:00||12:00||14:00||17:00||||||||||||||||;;||https://www.chateaudelacalonniere.com/oenotourisme/||||||;oui;oui;Tarif indiv. adulte||10,00||||;Cartes bancaires,Chèques bancaires et postaux,Espèces,Virement;47.218452, -0.430647;Maine-et-Loire
Domaine du Pélican;Vins;;;36 le Bas-Chaumier;La Pommeraye;49620;;MAUGES-SUR-LOIRE;;49244;47.3693006;-0.8547739;Gare SNCF||Champtocé-sur-Loire||7,2,Autoroute||A11 sortie Saint Germain des Prés||11;;02 41 36 22 02;;branchereau.cyril@orange.fr;https://www.domainedupelican49.fr/;;;Google+||https://maps.app.goo.gl/RTGaVJu9RwAGbsYx5;;Viticulture;Vigneron Indépendant;;;;oui;15;;Anglais,Français;"Anjou Coteaux de la Loire;Anjou Rouge;Anjou Villages;Cabernet d'Anjou;Rosé d'Anjou;Rosé de Loire";;oui;oui;;;;oui;;;;;;;"Proposition clientèle||ITI790001970;Proposition clientèle||FMAPDL049V50G6YA";oui;01/01/2022||31/12/2025||||Fermé les jours fériés||09:00||12:30||13:30||19:00||09:00||12:30||13:30||19:00||09:00||12:30||13:30||19:00||09:00||12:30||13:30||19:00||09:00||12:30||13:30||19:00||09:00||12:30||13:30||17:00||||||||;;;;oui;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.3693006, -0.8547739;Maine-et-Loire
PRODUITS BIO - PAYSAN-CONFITURIER;Confiture;;;L'Ermitage;;53600;;SAINTE-GEMMES-LE-ROBERT;;53218;48.217486;-0.404261;Gare SNCF||Evron||10,Autoroute||A81 sortie n°2 à Vaiges||27;;02 43 90 60 35;;joyoboucher@wanadoo.fr;;;;;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;;;;;;Français;;;non;oui;;;non;non;non;non;non;non;;non;;non;;;;;oui;;Chèques bancaires et postaux,Espèces;48.217486, -0.404261;Mayenne
Domaine Bid'Gi;Vins;;;11 rue du Calvaire;;44690;;LA HAIE-FOUASSIERE;;44070;47.1653302;-1.4218025;Gare SNCF||Gare de La Haye-Fouassière||2,7;;02 40 54 83 24;;contact@bidgi.fr;http://bidgi.fr/;;;Facebook||https://www.facebook.com/bidgi.muscadet,Instagram||https://www.instagram.com/domainebidgi/;;Viticulture;Agriculture Biologique (AB),Caves touristiques vignoble de Loire,Terra Vitis;;oui;;oui;15;5;Anglais,Français;"Gros Plant du Pays Nantais;Muscadets communaux;Muscadet Sèvre-et-Maine";oui;non;oui;01:00;01:30;non;oui;non;oui;oui;oui;Français,Anglais;oui;;oui;||||||||09:00||12:30||14:00||18:00||09:00||12:30||14:00||18:00||09:00||12:30||14:00||18:00||09:00||12:30||14:00||18:00||09:00||12:30||14:00||18:00||||||||||||||||;GIRAUD||02 40 54 83 24||contact@bidgi.fr;;;oui;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.1653302, -1.4218025;Loire-Atlantique
Distillerie du Sonneur;Spiritueux;;;7 rue du Vert Galant;;72000;;LE MANS;;72181;48.0039968;0.1930338;Gare SNCF||Gare SNCF du Mans Nord||1,4,Transport en commun||Arrêt de Tramway T1 - Eperon||0,14;;02 72 91 56 74;;tourisme.distilleriedusonneur@gmail.com;http://www.distillerie-dusonneur.com;;;Facebook||https://d.facebook.com/Distillerie-du-Sonneur-2134288649964999/,Twitter||https://twitter.com/DSonneur,Instagram||https://www.instagram.com/dsonneur/,||https://www.linkedin.com/company/distillerie-du-sonneur,Tripadvisor||https://www.tripadvisor.fr/Attraction_Review-g187195-d17165530-Reviews-Distillerie_du_Sonneur-Le_Mans_Sarthe_Pays_de_la_Loire.html;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;non;;oui;70;15;Anglais,Français;;oui;oui;;1h45;1h45;oui;oui;non;;oui;oui;Français,Anglais;non;;oui;;PEUVION Claire||02 72 91 56 74||tourisme.distilleriedusonneur@gmail.com,Claire Peuvion||02 72 91 56 74||tourisme.distilleriedusonneur@gmail.com,Claire Peuvion||02 72 91 56 74||tourisme.distilleriedusonneur@gmail.com;;;non;Tarif indiv. adulte||7,00||20,00||6 euros pour la visite Initiation,18 euros pour la visite Equilibre,Tarif indiv. enfant||2,50||-2,00||2 euros pour la visite Initiation pour les 10-18 ans, gratuit -10 ans,13 euros pour la formule sans alcool de l'Equilibre, gratuit -10ans (seulement verre de jus de fruit, pas d'amuses-bouches).;Cartes bancaires,Chèques bancaires et postaux,Espèces,Virement;48.0039968, 0.1930338;Sarthe
Château de Bellevue;Vins;Château de Bellevue;;Bellevue;SAINT AUBIN DE LUIGNE;49190;;VAL-DU-LAYON;;49292;47.3351177;-0.6502066;Gare SNCF||GARE ST LAUD||25,Autoroute||A87||4,Transport en commun||ARRET ST AUBIN DE LUIGNE||1;;02 41 78 33 11;;chateaubellevuetijou@orange.fr;http://www.chateaudebellevue.fr;;;Facebook||https://www.facebook.com/chateaubellevuetijou/,Instagram||https://www.instagram.com/chateau.de.bellevue/?hl=fr;;Viticulture;Caves touristiques excellence,Caves touristiques vignoble de Loire,Haute valeur environnementale (HVE),Vignobles et découvertes;;oui;;oui;100;2;Allemand,Anglais,Français;"Anjou Blanc;Anjou Gamay;Anjou Rouge;Anjou Villages;Cabernet d'Anjou;Coteaux du Layon;Coteaux du Layon Premier Cru Chaume;Crémant de Loire;Rosé d'Anjou;Rosé de Loire;Savennières";oui;oui;oui;1H30;1H30;oui;oui;oui;oui;oui;oui;Français,Anglais;oui;;oui;;ANNE TIJOU||02 41 78 33 11||chateaubellevuetijou@orange.fr;;;oui;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.3351177, -0.6502066;Maine-et-Loire
Domaine Jean-Luc Viaud;Huile,Produits apicoles,Produits cidricoles / Jus de fruit,Produits du terroir (boutique),Rillettes,Verre,Vins;;;2 La Renouère;;44430;;LE LANDREAU;;44079;47.195988;-1.2908949;Gare SNCF||Le Pallet||11,Autoroute||Montaigu  A10||25,Aéroport/aérodrome||Nantes Atlantique||30;06 70 61 54 84;02 53 78 13 25;;contact@domainejeanlucviaud.fr;http://www.domainejeanlucviaud.fr;;;Facebook||https://www.facebook.com/people/Domaine-Jean-Luc-VIAUD/100063564884339/,Instagram||https://www.instagram.com/domaine_jean_luc_viaud/?hl=fr;;Viticulture;Caves touristiques vignoble de Loire,Vignobles et découvertes;;oui;;oui;50;4;Anglais,Français;"Gros Plant du Pays Nantais;Muscadet Sèvre-et-Maine";oui;oui;oui;1h;2h;oui;oui;non;oui;oui;oui;Français,Anglais;non;;oui;;Viaud jean-Luc et Valbom Viaud Bernadette||02 53 78 13 25||contact@domainejeanlucviaud.fr;;;oui;;Cartes bancaires,Chèques bancaires et postaux;47.195988, -1.2908949;Loire-Atlantique
DOMAINE DU CLOS DE L'ELU;Vins;;;Route de Bellevue;;49190;;VAL-DU-LAYON;;49292;47.3249586;-0.6617509;Gare SNCF||savennieres||10,Autoroute||beaulieu||8,Route (nationale/départ.)||Chalonne||3;;02 41 78 39 97;;chai@closdelelu.com;http://www.closdelelu.com/;;;Facebook||https://www.facebook.com/pages/Domaine-du-Clos-de-lElu/119177378094405?ref=hl;;Viticulture;;;;;oui;;;Anglais;;;oui;oui;2h;;oui;oui;non;oui;oui;oui;Français,Anglais;non;;oui;||||Appeler avant ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;;47.3249586, -0.6617509;Maine-et-Loire
Le Rire des Fleurs;Plantes et fleurs;;;;5 Les Alouettes;44330;;LA REGRIPPIERE;;44140;47.18138;-1.17554;Route (nationale/départ.)||D116||1,5;0781292695;;;leriredesfleurs@gmail.com;;https://www.youtube.com/watch?v=td2GO-8ocpo;;Facebook||https://www.facebook.com/leriredesfleursfermeflorale/,Instagram|| https://www.instagram.com/le_rire_des_fleurs/;;Agriculture / horticulture / Pêche;;;;;oui;30;6;Français;;;non;oui;;;;;;;;;Français;;;;;;;;;;Chèques bancaires et postaux,Espèces;47.18138, -1.17554;Loire-Atlantique
PRODUITS FERMIERS CONFITURES ARTISANALES;Confiture;;La Turmacerie;;;53170;;ARQUENAY;;53009;47.996943;-0.6025657;Route (nationale/départ.)||D20 vers Bazougers||0,1;;02 43 98 41 81;;;;;;;;Agriculture / horticulture / Pêche;;;oui;tenus en laisse;non;;;;;;oui;oui;;;non;;non;;;;Français;non;;;;;;;;;;47.996943, -0.6025657;Mayenne
Vins Gigou;Vins;;;4 rue des Caves;;72340;;LA CHARTRE-SUR-LE-LOIR;;72068;47.728568;0.571416;Route (nationale/départ.)||D305||0,Autoroute||A28 (Ecommoy)||35,Aéroport/aérodrome||Le Mans et Tours||55,Gare SNCF||Château du loir||16;;02 43 44 48 72;;vins.gigou@wanadoo.fr;https://www.gigou-jasnieres.com/;;;Facebook||https://www.facebook.com/pages/Domaine%20Gigou/780034862029714/,Tripadvisor||https://www.tripadvisor.fr/Hotel_Review-g1067659-d3459687-Reviews-Gigou-La_Chartre_sur_le_Loir_Sarthe_Pays_de_la_Loire.html;;Viticulture;Agriculture Biologique (AB),Caves touristiques vignoble de Loire,Vigneron Indépendant,Vignobles et découvertes;;non;;oui;50;6;Anglais,Français;"Coteaux du Loir;Jasnières";;oui;oui;45MN;2H;oui;oui;non;oui;oui;oui;Français,Anglais;non;;oui;01/01/2025||31/12/2025||||||09:30||12:15||13:30||18:30||09:30||12:15||13:30||18:30||09:30||12:15||13:30||18:30||09:30||12:15||13:30||18:30||09:30||12:15||13:30||18:30||09:30||12:15||13:30||18:30||09:30||12:15||||;gigou ludovic||02 43 44 48 72||vins.gigou@wanado.fr;;;oui;Tarif groupe adulte||5,00||5,00||De 4 à 50 personnes,Tarif indiv. adulte||||||gratuit;Cartes bancaires,Chèques bancaires et postaux,Espèces,Virement;47.728568, 0.571416;Sarthe
DOMAINE DE L'HOMOIS;Vins;;;10 rue du vieux moulin;SAINT-JEAN-DES-MAUVRETS;49320;;LES GARENNES SUR LOIRE;;49167;47.3702;-0.46157;Route (nationale/départ.)||D748||0,1;;02 41 54 81 40;02 41 47 73 51;moget.alain@wanadoo.fr;;;;;;Viticulture;;;;;oui;10;;Français;"Anjou Rouge;Anjou Villages Brissac;Cabernet d'Anjou;Coteaux de l'Aubance";;;;;;;;oui;;;;;;;oui;;;;;;;Chèques bancaires et postaux;47.3702, -0.46157;Maine-et-Loire
DOMAINE DU GERFAUT;Vins;;;25, rue de l'Onglée;;49290;;CHALONNES-SUR-LOIRE;;49063;47.3416046;-0.7401442;Route (nationale/départ.)||D751 et D961||;;02 41 78 03 07;;contactdomainedugerfaut@gmail.com;https://www.domainedugerfaut.fr/;;;Instagram||https://www.instagram.com/domaine_du_gerfaut/;;Viticulture;Haute valeur environnementale (HVE);;oui;;;30;1;Anglais,Français;"Anjou Blanc;Anjou Rouge;Anjou Villages;Cabernet d'Anjou;Coteaux du Layon;Crémant de Loire;Rosé de Loire";;oui;oui;0h30;30 minutes;non;oui;non;non;non;oui;Français,Anglais;non;;non;||||||||08:00||17:00||||||08:00||17:00||||||08:00||17:00||||||08:00||17:00||||||08:00||17:00||||||||||||||||||||;;||https://www.domainedugerfaut.fr/contact||||||contactdomainedugerfaut@gmail.com;oui;oui;;Cartes bancaires,Chèques bancaires et postaux,Virement;47.3416046, -0.7401442;Maine-et-Loire
Brasserie de la Divatte;Bières;;;34 bis le norestier;La Chapelle-Basse-Mer;44450;;DIVATTE-SUR-LOIRE;;44029;47.2808438;-1.3744439;Route (nationale/départ.)||D751 levée de la Divatte||0,7,Gare SNCF||mauves sur loire||4,Autoroute||A11||10,Transport en commun||la chapelle basse mer||4,Aéroport/aérodrome||nantes atlantique||30,Halte fluviale||port de la pierre percée||2;06 08 75 90 38;02 40 33 38 94;;trompesourisbzh@outlook.fr;http://www.bieretrompesouris.com/;http://www.youtube.com/watch?v=r3fNJlrJn4k;;Facebook||http://www.facebook.com/trompe.souris.9,Google+||http://www.ptitraisin.com/bonnes-adresses/producteurs-locaux/brasseries-biere-artisanale/brasserie-artisanale-de-la-divatte.html,Instagram||https://www.instagram.com/trompesourisbzh/;;Agro-alimentaire;Agriculture Biologique (AB);;oui;;oui;40;10;Anglais,Français;;non;oui;oui;1h00;1h30;oui;oui;non;oui;oui;oui;Français,Anglais;non;;oui;02/02/2025||24/12/2025||||||||||18:00||20:00||||||||||||||||||||||||||||||18:00||21:00||||||14:00||19:00||||||||;Antoine BOUYER||06 08 75 90 38||trompesourisbzh@outlook.fr;;;oui;Tarif indiv. adulte||5,00||5,00||;Cartes bancaires,Chèques bancaires et postaux;47.2808438, -1.3744439;Loire-Atlantique
CHÂTEAU PIEGUË;Vins;;;;Pieguë;49190;;ROCHEFORT-SUR-LOIRE;;49259;47.35805;-0.6320829;Route (nationale/départ.)||D751||;;02 41 97 43 52;09 70 10 61 42;chateaupiegue.reservation@gmail.com;http://www.chateau-piegue.com;https://www.youtube.com/watch?v=i85GYoaxro4;;Facebook||https://www.facebook.com/Chateau-Pi%C3%A9gu%C3%AB-2243782682342725;;Viticulture;Caves touristiques vignoble de Loire,Haute valeur environnementale (HVE),Vigneron Indépendant,Vignobles et découvertes;;oui;;oui;40;;Anglais,Français;"Anjou Blanc;Anjou Rouge;Anjou Villages;Cabernet d'Anjou;Coteaux du Layon;Crémant de Loire";oui;oui;oui;1h00;1h00;oui;oui;non;oui;oui;oui;Français,Anglais;non;;oui;;||02 41 97 43 52||chateaupiegue.reservations@gmail.com;;;oui;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Virement;47.35805, -0.6320829;Maine-et-Loire
DOMAINE DES DEUX MOULINS;Fromage et produit laitier,Fruits / légumes,Produits du terroir (boutique),Vins;;;20 route de Martigneau;JUIGNE-SUR-LOIRE;49610;;LES GARENNES SUR LOIRE;;49167;47.4038014;-0.4773655;Route (nationale/départ.)||D751||0,3,Autoroute||A 87||5,Gare SNCF||Gare Angers Saint Laud||15;;02 41 54 65 14;02 41 54 67 94;contact@domaine2moulins.com;https://domaine2moulins.com/;https://www.youtube.com/watch?v=DqzWnIUt-xE;;Facebook||https://www.facebook.com/pages/Domaine-des-Deux-Moulins/129328683902800?fref=ts,Instagram||https://www.instagram.com/domainedesdeuxmoulins/?hl=fr;;Viticulture;Agriculture Biologique (AB),Caves touristiques vignoble de Loire,Haute valeur environnementale (HVE),Vignobles et découvertes;;oui;;oui;50;4;Anglais,Français;"Anjou Blanc;Anjou Rouge;Anjou Villages Brissac;Cabernet d'Anjou;Coteaux de l'Aubance;Crémant de Loire;Rosé d'Anjou;Rosé de Loire";oui;oui;oui;1h/1h30;1h/1h30;oui;oui;non;oui;non;oui;Français,Anglais;non;;oui;01/01/2025||31/12/2025||9h-12h et 14h-19h||Fermé le dimanche et les jours fériés||09:00||14:00||12:00||19:00||09:00||14:00||12:00||19:00||09:00||14:00||12:00||19:00||09:00||14:00||12:00||19:00||09:00||14:00||12:00||19:00||09:00||14:00||12:00||19:00||||||||;Daniel MACAULT||02 41 54 65 14||contact@domaine2moulins.com;;;oui;Tarif indiv. adulte||9,00||9,00||Ce tarif concerne la visite de cave avec dégustation apéritive;Cartes bancaires,Chèques bancaires et postaux,Espèces,Virement;47.4038014, -0.4773655;Maine-et-Loire
DOMAINE DE GAGNEBERT;Produits du terroir (boutique),Vins;2, chemin de la Naurivet;JUIGNE-SUR-LOIRE;;;49610;;LES GARENNES SUR LOIRE;;49167;47.39884;-0.4803082;Route (nationale/départ.)||D751||0,6,Gare SNCF||Angers Saint Laud||14,Autoroute||A87||3,Aéroport/aérodrome||Angers Loire Aeroport||35;;02 41 91 92 86;02 41 91 95 50;contact@gagnebert.com;http://www.domaine-de-gagnebert.com;https://www.youtube.com/watch?v=1AzoBHbbrzs,https://www.youtube.com/watch?v=CPQjyDw3c2k&t=9s,https://www.youtube.com/watch?v=cfIV35CGSFo&t=4s,https://www.youtube.com/watch?v=umOePr5okZs,https://www.youtube.com/watch?v=ltw3YCzgRu8;"https://www.youtube.com/watch?v=1AzoBHbbrzs<span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>,https://www.youtube.com/watch?v=CPQjyDw3c2k&t=9s<span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>,https://www.youtube.com/watch?v=tLRVX8aJjkY<span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>,https://www.youtube.com/watch?v=umOePr5okZs<span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>,https://www.youtube.com/watch?v=ltw3YCzgRu8<span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>";Facebook||https://www.facebook.com/Gagnebert?fref=ts,Tripadvisor||https://www.tripadvisor.fr/Attraction_Review-g1236233-d11788647-Reviews-Domaine_de_Gagnebert-Juigne_sur_Loire_Maine_et_Loire_Pays_de_la_Loire.html,Instagram||https://www.instagram.com/domainedegagnebert/,Twitter||https://twitter.com/gagnebert;;"Loisirs et activités;Viticulture";Caves touristiques excellence,Caves touristiques vignoble de Loire,Haute valeur environnementale (HVE),Vignobles et découvertes;;oui;;oui;12;1;Anglais,Français;"Anjou Blanc;Anjou Rouge;Anjou Villages Brissac;Cabernet d'Anjou;Coteaux de l'Aubance;Crémant de Loire;Rosé d'Anjou;Rosé de Loire";oui;oui;oui;1h30;1h30;oui;oui;non;oui;oui;oui;Français,Anglais;non;"Partenariat||FMAPDL049V503SGP;Partenariat||FMAPDL049V50AYAK;Proposition clientèle||OP031PDL049V50GDS9";oui;;||02 41 91 92 86||contact@gagnebert.com;;;oui;Tarif indiv. adulte||||||Tarif pour visite-dégustation : 5€/pers, gratuit pour les enfants, prestation de1h30;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.39884, -0.4803082;Maine-et-Loire
DOMAINE DE LA GAUTERIE;Vins;;;794 Route de La Gauterie;Charcé-Saint-Ellier-sur-Aubance;49320;;BRISSAC LOIRE AUBANCE;;49050;47.3224825;-0.4294773;Route (nationale/départ.)||D761||0,5,Autoroute||A 87||10,Gare SNCF||Angers Saint Laud||25;06 87 23 73 28;02 41 45 50 04;;contact@domainedelagauterie.com;http://www.domainedelagauterie.com;;;Facebook||https://www.facebook.com/domainedelagauterie.fr;;Viticulture;Haute valeur environnementale (HVE),Vigneron Indépendant;;oui;;oui;45;5;Anglais,Français;"Anjou Blanc;Anjou Rouge;Bonnezeaux;Cabernet d'Anjou;Coteaux du Layon;Crémant de Loire;Rosé d'Anjou;Rosé de Loire";oui;oui;oui;;30 mn;oui;oui;;oui;oui;oui;Français,Anglais;;;oui;;Etienne JADEAU||02 41 45 50 04||contact@domainedelagauterie.com,Etienne JADEAU||06 87 23 73 28||contact@domainedelagauterie.com;;;oui;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Virement;47.3224825, -0.4294773;Maine-et-Loire
VERGER ET JUS DE FRUIT EDIN;Fruits / légumes;;;La Roche;Clefs;49150;;BAUGE-EN-ANJOU;;49018;47.615711;-0.07078;Route (nationale/départ.)||D938||0,5,Autoroute||A11/A85||20,Gare SNCF||La Flèche||10,Gare routière||La Flèche||10;;02 41 82 81 19;;dominique.edin@sfr.fr;;;;;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB),Bienvenue à la Ferme;;oui;;oui;;;;;;oui;oui;;;;;;;;;;;;oui;;EDIN||02 41 82 81 19||dominique.edin@wanadoo.fr;;;oui;;;47.615711, -0.07078;Maine-et-Loire
Aux Grenier du Turet;Plantes et fleurs;;;Le Turet;;53370;;CHAMPFREMONT;;53052;48.4218528;-0.1180302;Route (nationale/départ.)||départementale - à 9km, nationale||2,Aéroport/aérodrome||Alençon||20,Gare SNCF||Alençon||20,Gare routière||Alençon||20;;02.43.03.68.03;;;;;;;;Artisanat / Art;;;oui;tenus en laisse dans les jardins;oui;50;15;;;;non;oui;;;;;;;;;Français,Anglais;;;;;CHOLET||02.43.03.68.03||;;;;;Chèques bancaires et postaux,Espèces;48.4218528, -0.1180302;Mayenne
La Maison des Abeilles;Produits apicoles;;;route de Saint Georges du Bois;;72700;;PRUILLE-LE-CHETIF;;72247;47.9905882;0.1054311;Route (nationale/départ.)||Pruillé le Chétif||0,4,Autoroute||Le Mans Ouest||3,Aéroport/aérodrome||||15,Gare SNCF||||10,Gare routière||||10,Transport en commun||Pruillé le Chétif||0,5;06 85 26 06 11;;;michel.meunier.72@gmail.com;http://lamaisondesabeilles72.com/;;;;;"Agriculture / horticulture / Pêche;Agro-alimentaire";;;non;;oui;40;8;;;oui;oui;oui;;;oui;oui;non;oui;non;non;Français;non;;oui;;;;;;;Chèques bancaires et postaux;47.9905882, 0.1054311;Sarthe
DOMAINE LOIZEAU CLAIN;Vins;;;Clos du Moulin de l'Etang;SAINT-SATURNIN-SUR-LOIRE;49320;;BRISSAC LOIRE AUBANCE;;49050;47.36014;-0.43466;Route (nationale/départ.)||||2,Autoroute||A 87||10;06 27 14 12 45;02 41 91 29 79;02 41 91 73 64;domaineloizeauclain@sfr.fr;http://www.domaineloizeauclain.com;;;Facebook||https://www.facebook.com/domaine.loizeauclain;;Viticulture;;;oui;oui;oui;12;;Anglais,Français;"Anjou Rouge;Anjou Villages Brissac;Bonnezeaux;Cabernet d'Anjou;Coteaux de l'Aubance;Coteaux du Layon;Crémant de Loire;Rosé de Loire";oui;oui;oui;;1h30;oui;oui;oui;oui;oui;oui;Français,Anglais;oui;;oui;;;;;oui;;Cartes bancaires,Chèques bancaires et postaux;47.36014, -0.43466;Maine-et-Loire
LA NAZAIRIENNE;Bières;;;4 Route du Point du Jour;;44600;;SAINT-NAZAIRE;;44184;47.29107;-2.26071;Transport en commun||Ligne C2 - Arrêt Point du jour||0,076;;;;brasserielanazairienne@gmail.com;https://www.facebook.com/brasserie.lanazairienne;;;;;Artisanat / Art;;;;;;;;;;;;oui;;;;;;;;;;;;oui;;;;;;;;47.29107, -2.26071;Loire-Atlantique
Toupic et Filea;Textile / Habillement / Chaussure;;;;;44420;;MESQUER;;44097;47.398613;-2.460854;;;06 86 63 47 38;;toupicetfilea@yahoo.fr;http://toupicetfilea.com;;;;;Artisanat / Art;;;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.398613, -2.460854;Loire-Atlantique
Atlantique productions;Confiserie / chocolat,Pain / Pâtisserie,Produits du terroir (boutique);;;23 Rue du Pinier;;44320;;CHAUVE;;44038;47.150638;-1.986897;;;02 51 18 79 65;;;;;;;;Agro-alimentaire;;;;;;;;;;;;oui;;;;;;;;;;;;;01/01/2025||30/06/2025||||||||||||||||||||||||||||||||||||||||||||||10:00||13:00||||||||||||,01/01/2025||31/12/2025||||||||||||||09:30||12:30||14:30||19:00||09:30||12:30||14:30||19:00||09:30||12:30||14:30||19:00||09:30||12:30||14:30||19:00||||||||||||||||,01/07/2025||31/08/2025||||||||||||||||||||||||||||||||||||||||||||||09:00||12:30||15:00||18:00||||||||,01/09/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||09:00||13:00||14:30||18:30||||||||;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.150638, -1.986897;Loire-Atlantique
